cluster ID,ADM2_TH,area_sqkm,days_ago,landcover_type,lat,lon,temperature_k
275,บ่อพลอย,2.708010875,7,forest/trees,14.4113913796032,99.3392412343679,348.970001220703
276,บ่อพลอย,3.655153453125,4,shrub&crub,14.4527076443721,99.3459973139006,355.950012207031
277,บ่อพลอย,2.032333984375,6,crops,14.26131658245,99.3553547647768,342.829986572266
278,บ่อพลอย,1.354808390625,8,forest/trees,14.2751281799433,99.3616429717656,341.679992675781
279,ด่านมะขามเตี้ย,1.221571453125,7,forest/trees,13.8435999753344,99.3688294940386,307.200012207031
280,บ่อพลอย,1.354114046875,8,forest/trees,14.393032060984,99.3683803363965,343.059997558594
281,บ่อพลอย,0.8130519375,8,forest/trees,14.2276297592955,99.3873572467736,342.320007324219
282,ด่านมะขามเตี้ย,3.39306609375,6,forest/trees,13.856805210011,99.4097477552302,349.040008544922
283,เมืองกาญจนบุรี,2.170743703125,8,forest/trees,13.9463447859556,99.4300272227692,339.579986572266
284,บ่อพลอย,1.219489171875,5,shrub&crub,14.2444731708727,99.4732586458175,305.230010986328
285,บ่อพลอย,1.3555930625,2,grass,14.1407177555569,99.5061594430984,306.260009765625
286,บ่อพลอย,0.8130755625,8,shrub&crub,14.2208923946646,99.5131213865503,348.040008544922
287,เมืองกาญจนบุรี,0.81376753125,8,forest/trees,14.0221401380532,99.5726347741232,340.670013427734
288,ท่าม่วง,0.1357665,5,bare,13.7795950113409,99.5799335858067,337.829986572266
289,บ่อพลอย,1.353192984375,9,crops,14.5479914474946,99.5738699576389,335.450012207031
290,ท่าม่วง,1.357299703125,6,forest/trees,13.8439368435659,99.5772386399543,338.910003662109
291,ห้วยกระเจา,0.812391890625,8,crops,14.4145916278029,99.5833022681221,345.579986572266
292,ท่าม่วง,1.900664171875,5,grass,13.7880167171295,99.5893177722569,367
293,ท่าม่วง,1.22070365625,6,forest/trees,14.0120340911068,99.5945312091736,333.170013427734
294,ห้วยกระเจา,1.218794015625,9,crops,14.3758517811752,99.60463725612,305.209991455078
295,ท่าม่วง,1.22124290625,6,crops,13.9076049393279,99.6181119853818,308.760009765625
296,ท่าม่วง,0.95007853125,3,crops,13.8517810609576,99.6396073868232,338.880004882812
297,เลาขวัญ,1.353072203125,9,grass,14.5682035413873,99.7153546148877,345.359985351562
